Statement,Verdict
"Says it was ""a crime for Nixon to wiretap the Democrats at Watergate but OK for Obama to wiretap Republicans at Trump Tower.”",FALSE
Greta Thunberg “going on hunger strike until Trump is removed.”,FALSE
"Says fired inspector general Michael Atkinson brought a “terrible, inaccurate whistleblower report” to Congress.",pants-fire
“Congress files charges against Nancy Pelosi.”,pants-fire
"Says Maxine Waters said: “I say, we knock off Trump and then, go after Pence. We have the power.”",half-true
"Says Nancy Pelosi said, “If the Senate conducts a sham trial, our caucus will just impeach the president again. We have no shortage of impeachment offenses. This president is a criminal.”",FALSE
"Says William Barr tweeted, “BREAKING NEWS Senator Mitt Romney is the only Republican Senator who voted to remove President Trump from office… IN A COMPLETELY UNRELATED STORY Senator Mitt Romney is also the only Republican Senator who has a son who sits on the board of a Ukrainian Energy Company.”",FALSE
Says U.S. Rep. Sean Casten “demanded the impeachment of the Republican President before the Mueller report was even released.”,FALSE
“All of the aid has not arrived” to Ukraine.,mostly-true
"""Vice President Biden threatened a foreign country and forced them to fire a prosecutor who was investigating a company,"" that paid his son Hunter.",FALSE
"When asked if he’s defended former U.S. ambassador to Ukraine Marie Yovanovitch, ""I've defended every single person on this team.""",FALSE
"""The American people are overwhelmingly with us"" in calling witnesses in Senate trial ",TRUE
"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone.""",barely-true
"""If Trump is impeached in the house & not senate, he can run 2 more times."" ",pants-fire
"""The Democrat controlled House never even asked John Bolton to testify.""",FALSE
"Says Nancy Pelosi said, ""If impeachment fails, I will resign immediately.""",pants-fire
"Says a ""fact check"" shows that Nancy Pelosi moved ""billions of Social Security funds to cover impeachment costs."" ",pants-fire
"""Not even (House Intelligence Chairman Adam) Schiff’s Republican colleagues were allowed into the SCIF"" during the House impeachment investigation.",FALSE
"Witnesses have been part of ""every other impeachment trial the Senate has ever had.""",TRUE
"Says the House impeachment vote was the third by Democrats — ""They tried to impeach Trump for criticizing the NFL and for some other things."" ",FALSE
Adam Schiff Paid Witnesses Over $40 Million To Testify Against Trump ,pants-fire
"Says the pens Nancy Pelosi used to sign the articles of impeachment cost ""$2,025 per pen.""",pants-fire
"Says Nancy Pelosi said, if impeachment ""doesn’t go through, I’ll resign.""",pants-fire
"""Since 2010, student debt has increased by 102% and real wages have fallen by over 8%.”",half-true
"“If you look at the average teacher pay compared to the average pay of your citizens, Virginia ranks last.”",TRUE
"“On average, 17% of a family’s income goes towards child care in Wisconsin.”",half-true
"Says Kelly Loeffler supports ""raising taxes on Georgia's middle class.""",FALSE
“The majority of minimum wage workers...are mothers.”,FALSE
"“PPP on average probably provided a grant of around $11,000 per employee.""",mostly-true
"“Non-essential people get to file for unemployment and make two to three times more than normal,” but essential workers still on the job get no pay raise.",half-true
"“If you’ve let somebody claim your kids for income tax purposes, you will not receive a stimulus check. The person who claimed your kids is gonna get it.”",half-true
“The average (Wisconsin) resident’s tax burden is at its lowest level in nearly 50 years while incomes continue to grow.”,TRUE
“Mike Bloomberg owns more wealth than the bottom 125 million Americans.”,mostly-true
“Bernie Logic: Nobody can live on $7 an hour. We must raise the minimum wage to $15 an hour. Also we must raise the tax rate to 52%. $15 an hour * 52% = $7.80. $15 an hour - $7.80 = $7.20. $7.20 an hour!!!”,FALSE
"“There’s an Amazon distribution center that was advertising, last time I was there, up to $12.75 an hour. Your parents made that three decades ago.”",mostly-true
"“Trump just cut the scheduled federal pay raise, stating that he can’t do it now because of ‘serious economic conditions’ in America.”",mostly-true
Says San Antonio has “the lowest per capita income of any major Texas city.”,mostly-true
“We have an America where … hard-working families have flat wages.”,FALSE
The percent of millionaires in Congress is 50% while the percent among the U.S. public is 1 percent,half-true
"""Child care costs account for 24% of a WI family’s budget."" ",mostly-true
"""Congress rejects $336 (per) month increase in"" Social Security and disability benefits ""but approves $8,872 (per) month increase for themselves."" ",FALSE
"""In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America.""",barely-true
"""I entered as one of the poorest men in Congress, left one of the poorest men in government, in Congress and as vice president.""",mostly-true
"Says Donald Trump ""will not be profiting"" from the G-7 summit meeting to be held at Trump’s Doral resort.",FALSE
"""People haven't had a raise -- 90 percent of Americans have not had a raise for 40 years.""",half-true
"Says the Associated Press was wrong to report that ""Income Inequality grew to largest in 50 years"" because in a ""new Census report all four measures of income inequality SHRUNK, reversing rise over past five decades.""",barely-true
"""Teachers in Chicago Public Schools are paid some of the highest compensation of any school system in the country.""",barely-true
